"","NAME","ADDRESS","CITY","COUNTY","FIPS","X","Y"
"233","CVS - 578","1231 FRENCH ROAD","DEPEW","ERIE",36029,-78.7068575,42.8670406
"234","HILTON FAMILY PHARMACY","32 MAIN STREET","HILTON","MONROE",36055,-77.7927824,43.2882672
"235","RITE AID - 10844","300 MAIN STREET","EAST ROCHESTER","MONROE",36055,-77.4838832,43.11234
"236","LIFETIME HEALTH MEDICAL GROUP - MARION B FOLSOM HEALTH CENTER","1850 BRIGHTON HENRIETTA TOWN LINE ROAD","ROCHESTER","MONROE",36055,-77.6277019,43.0947785
"237","TOPS","500 ELMRIDGE CENTER DRIVE","ROCHESTER","MONROE",36055,-77.7278053,43.2166351
"238","RITE AID - 1827","2172 PENFIELD ROAD","PENFIELD","MONROE",36055,-77.4421868,43.1312944
"239","WEGMANS","6660 FOURTH SECTION ROAD","BROCKPORT","MONROE",36055,-77.9474672,43.2004908
"240","WALGREENS - 10512","720 EAST RIDGE ROAD","ROCHESTER","MONROE",36055,-77.5996177,43.196693
"241","WALGREENS - 10382","4366 BUFFALO ROAD","NORTH CHILI","MONROE",36055,-77.8047257,43.1206957
"242","CVS - 466","685 PARK AVENUE","ROCHESTER","MONROE",36055,-77.5774396,43.1476778
"243","RITE AID - 10811","1166 CENTRAL AVENUE","DUNKIRK","CHAUTAUQUA",36013,-79.33294,42.4580713
"244","THE GENERAL APOTHECARY","1425 PORTLAND AVENUE","ROCHESTER","MONROE",36055,-77.5862868,43.1924108
"245","RITE AID - 10866","2 SPENCERPORT ROAD","ROCHESTER","MONROE",36055,-77.6916865,43.1657124
"246","ANTHONY L JORDAN HEALTH CENTER","82 HOLLAND STREET","ROCHESTER","MONROE",36055,-77.6020905,43.1694591
"247","MONROE PHARMACY LIMITED LIABILITY COMPANY","2672 WEST RIDGE ROAD","ROCHESTER","MONROE",36055,-77.6994716,43.2108842
"248","SARATOGA PHARMACY","192 LYELL AVENUE","ROCHESTER","MONROE",36055,-77.6296343,43.1648522
"249","WARREN'S PHARMACY","595 JEFFERSON AVENUE","ROCHESTER","MONROE",36055,-77.6294941,43.1430625
"250","CVS - 755","1900 SOUTH CLINTON AVENUE","ROCHESTER","MONROE",36055,-77.5926557,43.1202189
"251","LIFETIME HEALTH MEDICAL GROUP","800 CARTER STREET","ROCHESTER","MONROE",36055,-77.590962,43.1924691
"252","SHERMAN PHARMACY","105 MAIN STREET","SHERMAN","CHAUTAUQUA",36013,-79.5954076,42.1596088
"253","TOPS","1455 RIDGE ROAD EAST","ROCHESTER","MONROE",36055,-77.5778355,43.197451
"254","CVS - 831","935 RIDGE ROAD","WEBSTER","MONROE",36055,-77.4644626,43.2072483
"255","WALGREENS - 9585","430 SPENCERPORT ROAD","ROCHESTER","MONROE",36055,-77.7005728,43.170133
"256","CLINTON HEALTH MART PHARMACY","821 NORTH CLINTON AVENUE","ROCHESTER","MONROE",36055,-77.6130947,43.173567
"257","WEGMANS","3177 LATTA ROAD","ROCHESTER","MONROE",36055,-77.6993046,43.2508167
"258","PETERSON DRUG HEALTH MART PHARMACY","2740 MAIN STREET","NEWFANE","NIAGARA",36063,-78.7085819,43.2818479
"259","KMART","10 COBBLESTONE COURT DRIVE","VICTOR","ONTARIO",36069,-77.437784,43.0298072
"260","WEGMANS","3660 DEWEY AVENUE","ROCHESTER","MONROE",36055,-77.6450442,43.2374802
"261","WEGMANS","3701 MOUNT READ BOULEVARD","ROCHESTER","MONROE",36055,-77.6606176,43.2261718
"262","WEGMANS","2200 RIDGE ROAD EAST","ROCHESTER","MONROE",36055,-77.5586164,43.204905
"263","WEGMANS","300 HAMILTON STREET","GENEVA","ONTARIO",36069,-76.9964035,42.8598227
"264","HENDERSON'S DRUG STORE","200 NORTH STREET","GENEVA","ONTARIO",36069,-76.9893163,42.8768084
"265","WEGMANS","345 EASTERN BOULEVARD","CANANDAIGUA","ONTARIO",36069,-77.2550354,42.8755975
"266","CANANDAIGUA VETERANS AFFAIRS MEDICAL CENTER","400 FORT HILL AVENUE","CANANDAIGUA","ONTARIO",36069,-77.269039,42.9014509
"267","TOPS","815 CANANDAIGUA ROAD","GENEVA","ONTARIO",36069,-77.0131574,42.8535987
"268","ALBERTY DRUGS","81 MAIN STREET","BATAVIA","GENESEE",36037,-78.1837923,42.9972966
"269","TARGET","4300 VETERANS MEMORIAL DRIVE","BATAVIA","GENESEE",36037,-78.2017092,43.0154123
"270","RITE AID - 1621","153 PROSPECT STREET","ATTICA","GENESEE",36037,-78.2770908,42.8721356
"271","WAL-MART SUPERCENTER - 2088","4133 VETERANS MEMORIAL DRIVE","BATAVIA","GENESEE",36037,-78.2081067,43.0136804
"272","KMART","8363 LEWISTON ROAD","BATAVIA","GENESEE",36037,-78.2068399,43.0098263
"273","WEGMANS","4287 GENESEE VALLEY PLAZA","GENESEO","LIVINGSTON",36051,-77.7839217,42.7971534
"274","WAL-MART SUPERCENTER - 1966","4235 VETERAN DRIVE","GENESEO","LIVINGSTON",36051,-77.7884157,42.8025653
"275","VISITING NURSE ASSOCIATION OF WESTERN NEW YORK HOME CARE SERVICES","2100 WEHRLE DRIVE","WILLIAMSVILLE","ERIE",36029,-78.7159163,42.9571418
"276","RITE AID - 10843","170 EASTERN BOULEVARD","CANANDAIGUA","ONTARIO",36069,-77.2626695,42.8787776
"277","THE MEDICINE SHOPPE PHARMACY","320 SOUTH TRANSIT STREET","LOCKPORT","NIAGARA",36063,-78.6956574,43.1586938
"278","TOPS","3035 NIAGARA FALLS BOULEVARD","AMHERST","ERIE",36029,-78.8209426,43.036939
"279","RITE AID - 4982","1640 HOPKINS ROAD","WILLIAMSVILLE","ERIE",36029,-78.7385495,43.0242564
"280","RITE AID - 565","452 MAIN STREET","BUFFALO","ERIE",36029,-78.8745884,42.8863814
"281","GRANT STREET HEALTH MART PHARMACY","85 GRANT STREET","BUFFALO","ERIE",36029,-78.8903019,42.9162721
"282","RITE AID - 10834","1454 UNION ROAD","WEST SENECA","ERIE",36029,-78.754882,42.8399715
"283","TARGET","1750 WALDEN AVENUE","CHEEKTOWAGA","ERIE",36029,-78.772161,42.9113802
"284","FILLMORE HEALTH MART PHARMACY","1408 FILLMORE AVENUE","BUFFALO","ERIE",36029,-78.8393038,42.9120106
"285","KMART","1001 HERTEL AVENUE","BUFFALO","ERIE",36029,-78.8706331,42.9461206
"286","KMART","2055 WALDEN AVENUE","CHEEKTOWAGA","ERIE",36029,-78.7600297,42.9057088
"287","BUFFALO PHARMACIES INSTITUTIONAL","20 LAWRENCE BELL DRIVE","WILLIAMSVILLE","ERIE",36029,-78.7238221,42.9535623
"288","WAL-MART - 2405","5360 SOUTHWESTERN BOULEVARD","HAMBURG","ERIE",36029,-78.8717309,42.7429147
"289","RITE AID - 3411","60 CENTRAL AVENUE","LANCASTER","ERIE",36029,-78.6711592,42.902431
"290","WAL-MART - 2586","100 THRUWAY PLAZA DRIVE","CHEEKTOWAGA","ERIE",36029,-78.7782854,42.9051279
"291","WAL-MART SUPERCENTER - 2355","5033 TRANSIT ROAD","BUFFALO","ERIE",36029,-78.6937482,42.9832123
"292","TOPS","4777 TRANSIT ROAD","DEPEW","ERIE",36029,-78.6941892,42.8685656
"293","TOPS","345 AMHERST STREET","BUFFALO","ERIE",36029,-78.8914053,42.9363859
"294","RITE AID - 10835","798 HARLEM ROAD","WEST SENECA","ERIE",36029,-78.7880219,42.8651611
"295","CVS - 308","432 MAIN STREET","BUFFALO","ERIE",36029,-78.8746844,42.8860195
"296","TOPS","65 GREY STREET","EAST AURORA","ERIE",36029,-78.6319293,42.767176
"297","TOPS","3201 SOUTHWESTERN BOULEVARD","ORCHARD PARK","ERIE",36029,-78.7475676,42.7958047
"298","TOPS","5175 BROADWAY","DEPEW","ERIE",36029,-78.6835879,42.8988127
"299","CVS - 747","3734 SOUTH PARK AVENUE","BLASDELL","ERIE",36029,-78.8229693,42.7967206
"300","AVERYS HEALTH MART PHARMACY","10504 MAIN STREET","NORTH COLLINS","ERIE",36029,-78.9411919,42.5957902
"301","RITE AID - 497","350 NIAGARA STREET","BUFFALO","ERIE",36029,-78.8856797,42.8935941
"302","ALLSCRIPT PHARMACY","173 HIGH STREET","BUFFALO","ERIE",36029,-78.8628731,42.9001515
"303","CVS - 609","1625 ELMWOOD AVENUE","BUFFALO","ERIE",36029,-78.8780739,42.9410711
"304","KENMORE RX CENTER","2890 ELMWOOD AVENUE","KENMORE","ERIE",36029,-78.8792467,42.9760771
"305","RITE AID - 10825","1625 BROADWAY STREET","BUFFALO","ERIE",36029,-78.8147722,42.896337
"306","RITE AID - 10805","13090 BROADWAY STREET","ALDEN","ERIE",36029,-78.5006592,42.899245
"307","ELDERWOOD HEALTH CARE AT LAKEWOOD","5775 MAELOU DRIVE","HAMBURG","ERIE",36029,-78.8327352,42.7316623
"308","RITE AID - 1079","3924 HARLEM ROAD","AMHERST","ERIE",36029,-78.7845426,42.9505492
"309","RITE AID - 1816","845 ABBOTT ROAD","BUFFALO","ERIE",36029,-78.8089469,42.8413149
"310","RITE AID - 107","654 COLVIN AVENUE","KENMORE","ERIE",36029,-78.8591693,42.9590696
"311","RITE AID - 10814","2545 MILLERSPORT HIGHWAY","GETZVILLE","ERIE",36029,-78.7666586,43.0165269
"312","WALGREENS - 3288","650 DELAWARE AVENUE","BUFFALO","ERIE",36029,-78.8738619,42.9017806
"313","TARGET","2626 DELAWARE AVENUE","BUFFALO","ERIE",36029,-78.874366,42.9554458
"314","NIAGARA HEALTH MART PHARMACY","455 NIAGARA STREET","BUFFALO","ERIE",36029,-78.8873259,42.8964926
"315","RITE AID - 1652","2315 WILLIAM STREET","BUFFALO","ERIE",36029,-78.7852036,42.8840099
"316","WALGREENS - 3290","1556 HERTEL AVENUE","BUFFALO","ERIE",36029,-78.8508652,42.9479302
"317","WALGREENS - 3859","4815 BROADWAY","DEPEW","ERIE",36029,-78.696384,42.9012326
"318","RITE AID - 10813","8079 NORTH MAIN STREET","EDEN","ERIE",36029,-78.8859627,42.6660155
"319","WALGREENS - 5592","5275 TRANSIT ROAD","BUFFALO","ERIE",36029,-78.6961641,42.9898407
"320","RITE AID - 10826","291 WEST FERRY STREET","BUFFALO","ERIE",36029,-78.8907431,42.9144967
"321","IVYLEA PHARMACY","2446 ELMWOOD AVENUE","KENMORE","ERIE",36029,-78.8791517,42.9638807
"322","ELDERWOOD HEALTH CARE","225 BENNETT ROAD","CHEEKTOWAGA","ERIE",36029,-78.7465864,42.888617
"323","CURASCRIPT PHARMACY","3980 SHERIDAN DRIVE","AMHERST","ERIE",36029,-78.7867825,42.9794533
"324","RITE AID - 10829","4271 LAKE AVENUE","BLASDELL","ERIE",36029,-78.8195083,42.7954407
"325","TOPS","3980 MAPLE ROAD","AMHERST","ERIE",36029,-78.8154857,42.9922947
"326","TOPS","1275 JEFFERSON AVENUE","BUFFALO","ERIE",36029,-78.8526636,42.9097923
"327","TOPS","6150 SOUTH PARK AVENUE","HAMBURG","ERIE",36029,-78.8238999,42.7277598
"328","RITE AID - 3856","2865 ELMWOOD AVENUE","KENMORE","ERIE",36029,-78.8782121,42.9757467
"329","WEGMANS","3135 NIAGARA FALLS BOULEVARD","AMHERST","ERIE",36029,-78.8203264,43.0404472
"330","KMART","349 ORCHARD PARK ROAD","WEST SENECA","ERIE",36029,-78.7846121,42.8317881
"331","LIFETIME HEALTH PHARMACY","899 MAIN STREET","BUFFALO","ERIE",36029,-78.8699275,42.8981593
"332","LIFETIME HEALTH PHARMACY","1185 SWEET HOME ROAD","AMHERST","ERIE",36029,-78.7999239,42.9950623
"333","WEGMANS","601 AMHERST STREET","BUFFALO","ERIE",36029,-78.8823509,42.9387541
"334","KMART","1460 FRENCH ROAD","DEPEW","ERIE",36029,-78.6984061,42.8693718
"335","MARIAN MEDICAL PHARMACY INCORPORATED","515 ABBOTT ROAD","BUFFALO","ERIE",36029,-78.8140532,42.8490732
"336","RITE AID - 3194","5447 MAIN STREET","WILLIAMSVILLE","ERIE",36029,-78.7502834,42.9616352
"337","VASCUSCRIPT","2470 WALDEN AVENUE","CHEEKTOWAGA","ERIE",36029,-78.7452498,42.9086898
"338","RITE AID - 10828","2453 ELMWOOD AVENUE","KENMORE","ERIE",36029,-78.8783194,42.9641413
"339","BUFFALO PHARMACIES COMPOUNDING","8750 TRANSIT ROAD","EAST AMHERST","ERIE",36029,-78.6977692,43.0055009
"340","RITE AID - 10841","6515 BROCKPORT SPENCERPORT ROAD","BROCKPORT","MONROE",36055,-77.939374,43.1973174
"341","TOPS","5827 SOUTH TRANSIT ROAD","LOCKPORT","NIAGARA",36063,-78.6938709,43.1415913
"342","BRIGHTON PHARMACY INCORPORATED","935 BRIGHTON ROAD","TONAWANDA","ERIE",36029,-78.8383135,42.9906549
"343","AKRON PHARMACY","58 MAIN STREET","AKRON","ERIE",36029,-78.5003349,43.0203265
"344","METCARE RX","462 GRIDER STREET","BUFFALO","ERIE",36029,-78.8311256,42.9251366
"345","RITE AID - 10840","10 EAST AVENUE","ALBION","ORLEANS",36073,-78.1931199,43.2405665
"346","WAL-MART SUPERCENTER - 3607","13858 STATE ROUTE 31","ALBION","ORLEANS",36073,-78.2260087,43.2341746
"347","KINNEY DRUGS","2085 ROUTE 5 AND 20","SENECA FALLS","SENECA",36099,-76.82768,42.905334
"348","CVS - 5009","226 LAKE STREET","PENN YAN","YATES",36123,-77.0565507,42.6546385
"349","HILL HAVEN","1550 EMPIRE BOULEVARD","WEBSTER","MONROE",36055,-77.5078122,43.1802677
"350","UNIVERSITY OF ROCHESTER MEDICAL CENTER’S DEPARTMENT OF PSYCHIATRY STRONG TIES COMMUNITY SUPPORT PROGRAM","2613 WEST HENRIETTA ROAD","ROCHESTER","MONROE",36055,-77.6329384,43.1000473
"351","WAL-MART - 1705","1860 NORTH ROAD","WATERLOO","SENECA",36099,-76.8409997,42.9076376
"352","KINNEY DRUGS INC","20 FORGHAM ST","LYONS","WAYNE",36117,-76.9935052,43.0601139
"353","SOUTHGATE MEDICAL PHARMACY","1026 UNION ROAD","WEST SENECA","ERIE",36029,-78.7550268,42.8273512
"354","TOPS","355 ORCHARD PARK ROAD","WEST SENECA","ERIE",36029,-78.7839864,42.8328044
"355","WHITSON PHARMACY","110 MAIN STREET","PHELPS","ONTARIO",36069,-77.0578919,42.9579525
"356","RITE AID - 10865","125 WHITE SPRUCE BOULEVARD","ROCHESTER","MONROE",36055,-77.6177154,43.1050652
"357","RITE AID - 2767","609 EAST MAIN STREET","PALMYRA","WAYNE",36117,-77.2219547,43.0629831
"358","WYOMING COUNTY COMMUNITY HEALTH SYSTEM","400 NORTH MAIN STREET","WARSAW","WYOMING",36121,-78.1312517,42.7550732
"359","WAL-MART - 1813","6788 STATE ROUTE 31 EAST","NEWARK","WAYNE",36117,-77.0576119,43.0517369
"360","TOPS","7134 ROCHESTER ROAD","LOCKPORT","NIAGARA",36063,-78.6407159,43.181157
"361","CVS - 1286","1215 ROUTE 31","MACEDON","WAYNE",36117,-77.3191767,43.0650286
"362","THE PHARMACY SHOP AND COMPOUNDING CENTER","66 WEST AVENUE","CANANDAIGUA","ONTARIO",36069,-77.2840648,42.8873816
"363","RITE AID - 10868","1567 PENFIELD ROAD","ROCHESTER","MONROE",36055,-77.4941406,43.1319505
"364","GARDEN GATE HEALTH CARE FACILITY","2365 UNION ROAD","CHEEKTOWAGA","ERIE",36029,-78.7525953,42.8758204
"365","TOPS","2351 MAPLE ROAD","WILLIAMSVILLE","ERIE",36029,-78.6995708,42.9880855
"366","WALGREENS HOME CARE","40 CENTRE DRIVE","ORCHARD PARK","ERIE",36029,-78.7689485,42.7718888
"367","MARTINS","6914 ERIE ROAD","DERBY","ERIE",36029,-78.9878584,42.6989014
"368","SAM'S CLUB - 8178","700 ELM RIDGE CENTER DRIVE","ROCHESTER","MONROE",36055,-77.7297799,43.2166308
"369","KMART","950 RIDGE ROAD","WEBSTER","MONROE",36055,-77.4652916,43.2093325
"370","STRONG MEMORIAL HOSPITAL-UNIVERSITY OF ROCHESTER LONG TERM CARE PHARMACY","5901 LAC DE VILLE BOULEVARD","ROCHESTER","MONROE",36055,-77.5941768,43.1125479
"371","WAYNE LTC PHARMACY, INC","105 W MILLER ST","NEWARK","WAYNE",36117,-77.0957022,43.0460248
"372","NICKEL CITY PHARMACY","1791 SOUTH PARK AVENUE","BUFFALO","ERIE",36029,-78.8242182,42.8500203
"373","TOPS","390 WEST MAIN STREET","BATAVIA","GENESEE",36037,-78.2041136,43.0067159
"374","JR APOTHECARY LLC","1205 MAYBERRY PL","MACEDON","WAYNE",36117,-77.3199487,43.123597
"375","TOPS","2101 ELMWOOD AVENUE","BUFFALO","ERIE",36029,-78.8760013,42.9551584
"376","TOPS","700 THRUWAY PLAZA DRIVE","CHEEKTOWAGA","ERIE",36029,-78.7822461,42.9043533
"377","RITE AID - 1537","130 WASHBURN STREET","LOCKPORT","NIAGARA",36063,-78.6867241,43.17094
"378","RITE AID - 1185","4407 MILITARY ROAD","NIAGARA FALLS","NIAGARA",36063,-79.0020256,43.1263839
"379","WALGREENS - 4968","5 NORTH TRANSIT STREET","LOCKPORT","NIAGARA",36063,-78.6977777,43.1681681
"380","CVS - 552","795 CENTER STREET","LEWISTON","NIAGARA",36063,-79.0362905,43.1713154
"381","RITE AID - 3600","7804-12 BUFFALO AVENUE","NIAGARA FALLS","NIAGARA",36063,-78.9742134,43.0745918
"382","RITE AID - 3496","6616 LINCOLN AVENUE","LOCKPORT","NIAGARA",36063,-78.6648609,43.15265
"383","RITE AID - 758","8015 NIAGARA FALLS BOULEVARD","NIAGARA FALLS","NIAGARA",36063,-78.9719776,43.0887142
"384","RITE AID - 650","419 DIVISION STREET","NORTH TONAWANDA","NIAGARA",36063,-78.8612055,43.0348013
"385","SAM'S CLUB - 6406","5535 PORTER ROAD","NIAGARA FALLS","NIAGARA",36063,-79.00013,43.1054957
"386","PARK RIDGE APOTHECARY","1561 LONG POND ROAD","ROCHESTER","MONROE",36055,-77.7046624,43.1910551
"387","MIDDLEPORT FAMILY HEALTH CENTER","81 TELEGRAPH ROAD","MIDDLEPORT","NIAGARA",36063,-78.4837534,43.2047312
"388","KMART","2590 MILITARY ROAD","NIAGARA FALLS","NIAGARA",36063,-78.9858978,43.106771
"389","WALGREENS - 9937","10 PROSPECT STREET","JAMESTOWN","CHAUTAUQUA",36013,-79.2377138,42.0911862
"390","MACLEODS PHARMACY","8672 BUFFALO AVENUE","NIAGARA FALLS","NIAGARA",36063,-78.9634503,43.0773879
"391","AMERICAN HOMEPATIENT","1851 EMPIRE BOULEVARD","WEBSTER","MONROE",36055,-77.505013,43.1891726
"392","RITE AID - 629","1000 NORTH CLINTON AVENUE","ROCHESTER","MONROE",36055,-77.613022,43.1771022
"393","WAL-MART SUPERCENTER - 1949","10401 BENNETT ROAD","FREDONIA","CHAUTAUQUA",36013,-79.3132594,42.453712
"394","RITE AID - 189","23 SLAYTON AVENUE","SPENCERPORT","MONROE",36055,-77.7984862,43.1904883
"395","RITE AID - 617","1433 CULVER ROAD","ROCHESTER","MONROE",36055,-77.5606381,43.1719215
"396","TOPS - 264","3955 VINEYARD DRIVE","DUNKIRK","CHAUTAUQUA",36013,-79.3178119,42.4571434
"397","WAL-MART SUPERCENTER - 1993","6265 BROCKPORT SPENCERPORT ROAD","BROCKPORT","MONROE",36055,-77.9277585,43.1969753
"398","RITE AID - 10845","6720 PITTSFORD PALMYRA ROAD","FAIRPORT","MONROE",36055,-77.4403388,43.070862
"399","CVS - 598","1717 SHERIDAN DRIVE","TONAWANDA","ERIE",36029,-78.8712255,42.9802209
"400","TOPS","6720 PITTSFORD PALMYRA ROAD","FAIRPORT","MONROE",36055,-77.4386622,43.0709976
"401","FORSTER'S PHARMACY INCORPORATED","3713 SOUTH PARK AVENUE","BLASDELL","ERIE",36029,-78.824232,42.7976553
"402","RITE AID - 1619","135 WEST MAIN STREET","HONEOYE FALLS","MONROE",36055,-77.6019088,42.9498111
"403","WALGREENS - 10383","815 HARLEM ROAD","WEST SENECA","ERIE",36029,-78.7864817,42.8650396
"404","CVS - 545","2200 PENFIELD ROAD","PENFIELD","MONROE",36055,-77.4398422,43.1326366
"405","CLINTON PHARMACY INCORPORATED","2032 CLINTON STREET","BUFFALO","ERIE",36029,-78.8012143,42.8721146
"406","SAM'S CLUB - 8179","1600 MARKETPLACE DRIVE","ROCHESTER","MONROE",36055,-77.6259654,43.0779679
"407","SNYDER HEALTH MART PHARMACY","4536 MAIN STREET","SNYDER","ERIE",36029,-78.782527,42.9632832
"408","WEGMANS","851 FAIRPORT ROAD","EAST ROCHESTER","MONROE",36055,-77.4834166,43.1019257
"409","LIFETIME HEALTH MEDICAL GROUP - PERINTON HEALTH CENTER","77 SULLYS TRAIL","PITTSFORD","MONROE",36055,-77.468006,43.060973
"410","RIDGEWOOD HEALTH MART PHARMACY","1385 ABBOTT ROAD","LACKAWANNA","ERIE",36029,-78.8042579,42.82702
"411","MONROE COMMUNITY HOSPITAL","435 EAST HENRIETTA ROAD","ROCHESTER","MONROE",36055,-77.6180771,43.1134254
"412","TARGET","500 MEDLEY CENTRE PARKWAY","IRONDEQUOIT","MONROE",36055,-77.574425,43.1975051
"413","R DRUGS ETC","222 ALEXANDER STREET","ROCHESTER","MONROE",36055,-77.5957154,43.1501617
"414","WEGMANS","370 ORCHARD PARK ROAD","WEST SENECA","ERIE",36029,-78.7841687,42.8348457
"415","TOPS","1100 JEFFERSON ROAD","ROCHESTER","MONROE",36055,-77.6055053,43.0892617
"416","RITE AID - 10869","2950 RIDGE ROAD WEST","ROCHESTER","MONROE",36055,-77.70702,43.2112364
"417","RITE AID - 10864","689 RIDGE ROAD EAST","ROCHESTER","MONROE",36055,-77.5994915,43.1957294
"418","CVS - 586","525 SPENCERPORT ROAD","ROCHESTER","MONROE",36055,-77.7051749,43.1696787
"419","RITE AID - 1511","2474 BAILEY AVENUE","BUFFALO","ERIE",36029,-78.8140739,42.9221766
"420","SAINT ANN'S HOME","1500 PORTLAND AVENUE","ROCHESTER","MONROE",36055,-77.5808869,43.193421
"421","WANAKAH HEALTH MART PHARMACY","4923 LAKE SHORE ROAD","HAMBURG","ERIE",36029,-78.8985415,42.7488719
"422","RITE AID - 10812","190 MAIN STREET","EAST AURORA","ERIE",36029,-78.6276506,42.7681543
"423","WOODMARK PHARMACY","1142 WEHRLE DRIVE","WILLIAMSVILLE","ERIE",36029,-78.7399075,42.9502163
"424","CVS - 576","7182 BOSTON STATE ROAD","HAMBURG","ERIE",36029,-78.7778323,42.6858144
"425","CVS - 533","3031 ORCHARD PARK ROAD","ORCHARD PARK","ERIE",36029,-78.7531172,42.8032131
"426","BUFFALO VETERANS AFFAIRS MEDICAL CENTER","3495 BAILEY AVENUE","BUFFALO","ERIE",36029,-78.8122032,42.9511046
"427","LARWOOD PHARMACY INCORPORATED","597 OAKWOOD AVENUE","EAST AURORA","ERIE",36029,-78.6125793,42.7648752
"428","WALGREENS - 9759","5305 MAIN STREET","WILLIAMSVILLE","ERIE",36029,-78.7547487,42.9606812
"429","CYS ELMA HEALTH MART PHARMACY","2317 BOWEN ROAD","ELMA","ERIE",36029,-78.6361683,42.8349175
"430","SENECA PHARMACY OF NNY","1979 SENECA STREET","BUFFALO","ERIE",36029,-78.8124285,42.8573274
"431","WALGREENS - 12066","2320 GRAND ISLAND BOULEVARD","GRAND ISLAND","ERIE",36029,-78.966967,43.0249234
"432","TOPS","890 YOUNG STREET","TONAWANDA","ERIE",36029,-78.8582084,43.0015418
"433","RITE AID - 3585","9160 MAIN STREET","CLARENCE","ERIE",36029,-78.6491953,42.9699238
"434","ELDERWOOD HEALTH CARE AT OAKWOOD","200 BASSETT ROAD","WILLIAMSVILLE","ERIE",36029,-78.7300495,42.9979964
"435","RITE AID - 10847","2660 EAST HENRIETTA ROAD","HENRIETTA","MONROE",36055,-77.6070755,43.0675802
"436","RITE AID - 10815","2325 GRAND ISLAND BOULEVARD","GRAND ISLAND","ERIE",36029,-78.9648143,43.0252236
"437","RITE AID - 3454","140 PINE STREET","HAMBURG","ERIE",36029,-78.8277507,42.7193343
"438","RITE AID - 2674","73 NORTH MAIN STREET","BROCKPORT","MONROE",36055,-77.9383502,43.2197185
"439","WALGREENS - 3897","10 YOUNG STREET","TONAWANDA","ERIE",36029,-78.8763079,43.0198289
"440","WAL-MART - 1610","100 ELMRIDGE CENTER DRIVE","GREECE","MONROE",36055,-77.7241972,43.2146017
"441","WEGMANS","2157 PENFIELD ROAD","PENFIELD","MONROE",36055,-77.4465354,43.1289567
"442","TARGET","5622 AMANDA LANE","ORCHARD PARK","ERIE",36029,-78.7831991,42.7925242
"443","TARGET","8290 TRANSIT ROAD","WILLIAMSVILLE","ERIE",36029,-78.6990954,42.9950111
"444","RITE AID - 2464","1233 EAST RIDGE ROAD","ROCHESTER","MONROE",36055,-77.5840921,43.1972084
"445","RITE AID - 613","437 LYELL AVENUE","ROCHESTER","MONROE",36055,-77.6380375,43.1643952
"446","RITE AID - 1869","756 EAST DELAVAN AVENUE","BUFFALO","ERIE",36029,-78.8283323,42.9224742
"447","RITE AID - 4894","605 TITUS AVENUE","ROCHESTER","MONROE",36055,-77.6003399,43.2101315
"448","SUBURBAN FAMILY PHARMACY","1540 MAPLE ROAD","WILLIAMSVILLE","ERIE",36029,-78.730179,42.9942624
"449","RITE AID - 602","565 MONROE AVENUE","ROCHESTER","MONROE",36055,-77.5933364,43.1452924
"450","PLEASANT STREET APOTHECARY","259 MONROE AVENUE","ROCHESTER","MONROE",36055,-77.5993268,43.1492316
"451","ALDEN PHARMACY","13203 BROADWAY STREET","ALDEN","ERIE",36029,-78.4959651,42.8999154
"452","RITE AID - 10854","232 EASTVIEW MALL","VICTOR","ONTARIO",36069,-77.4426794,43.0298284
"453","RITE AID - 10842","539 NORTH MAIN STREET","CANANDAIGUA","ONTARIO",36069,-77.2925542,42.9049154
"454","CVS - 1925","6081 STATE ROUTE 96","FARMINGTON","ONTARIO",36069,-77.3558409,42.9736433
"455","WEGMANS","525 TITUS AVENUE","ROCHESTER","MONROE",36055,-77.6032394,43.2075255
"456","TOPS","3865 UNION ROAD","CHEEKTOWAGA","ERIE",36029,-78.7512787,42.9200746
"457","WEGMANS","900 HOLT ROAD","WEBSTER","MONROE",36055,-77.4436759,43.2138688
"458","KINNEY DRUGS","401 SOUTH MAIN STREET","CANANDAIGUA","ONTARIO",36069,-77.2761189,42.8817115
"459","RITE AID - 10808","4937 TRANSIT ROAD","DEPEW","ERIE",36029,-78.6960036,42.8797971
"460","TOPS","5150 NORTH STREET","CANANDAIGUA","ONTARIO",36069,-77.2965422,42.904398
"461","CVS - 737","729 MAIN STREET","EAST AURORA","ERIE",36029,-78.6107898,42.7681803
"462","WAL-MART - 1731","990 STATE ROUTE 5 AND 20","GENEVA","ONTARIO",36069,-77.0217638,42.8597394
"463","RITE AID - 1807","1224 EAST LOVEJOY STREET","BUFFALO","ERIE",36029,-78.8029388,42.8900161
"464","WEGMANS","1750 EAST AVENUE","ROCHESTER","MONROE",36055,-77.5571389,43.146393
